smiles,ChEMBLID,IC50,units
O=C(Nc1cccc(SC(F)(F)F)c1)c1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1,CHEMBL599438,13000.0,nM
COc1cc(Nc2cncc(Oc3cccc(NC(C)=O)c3)n2)cc(OC)c1OC,CHEMBL482927,13000.0,nM
CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)[nH]c34)cc2)n(Cc2ccccc2)n1,CHEMBL1090716,13400.0,nM
CC(C)(C)c1cc(C(=O)Nc2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)n(-c2ccccc2)n1,CHEMBL597389,13700.0,nM
CC(C)c1cc(C(=O)Nc2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)n(-c2ccccc2)n1,CHEMBL597589,13700.0,nM
O=C(Nc1ccc(Oc2cccc3[nH]c(=O)[nH]c23)cc1)c1ccc(Br)cc1,CHEMBL592438,14000.0,nM
COc1cc(Nc2cncc(Nc3cccc(NC(C)=O)c3)n2)cc(OC)c1OC,CHEMBL484116,14000.0,nM
O=C(Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1)c1cccc(Br)c1,CHEMBL489840,14000.0,nM
CC(=O)Nc1cccc(-c2cncc(Nc3cccc(O)c3)n2)c1,CHEMBL199394,14000.0,nM
CCOC(=O)c1cccc(-c2cncc(Nc3cc(OC)c(OC)c(OC)c3)n2)c1,CHEMBL500416,14000.0,nM
CC(=O)Nc1cccc(-c2cncc(NCc3cc(C)[nH]n3)n2)c1,CHEMBL382262,14000.0,nM
Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Oc2ccnc3[nH]c(=O)n(C)c23)cc1,CHEMBL1093703,14100.0,nM
O=C(Nc1cccc(OC(F)(F)F)c1)c1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1,CHEMBL603328,14600.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cc(Cl)cc(OC(F)(F)F)c1,CHEMBL596997,14600.0,nM
Cc1ccc(-n2nc(C(F)(F)F)cc2NC(=O)c2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)cc1,CHEMBL598005,14800.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cc(OC(F)(F)F)ccc1F,CHEMBL596793,15000.0,nM
O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)c4cccc(C(F)(F)F)c4)c3)c2[nH]1,CHEMBL598624,15400.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc(N2CCCCC2)c1,CHEMBL599049,15400.0,nM
O=C(Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1)c1ccc(Cl)c(C(F)(F)F)c1,CHEMBL489230,15900.0,nM
O=C(Nc1ccc(Oc2cccc3[nH]c(=O)[nH]c23)cc1)c1ccc(Cl)c(C(F)(F)F)c1,CHEMBL601302,15900.0,nM
O=C(Nc1cc(F)cc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc(OC(F)(F)F)c1,CHEMBL601728,16000.0,nM
COc1cc(Nc2cncc(Oc3ccncc3)n2)cc(OC)c1OC,CHEMBL501946,16000.0,nM
COc1cc(Nc2cncc(Nc3ccccc3)n2)cc(OC)c1OC,CHEMBL504906,16000.0,nM
Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1,CHEMBL185238,16000.0,nM
COc1cc(Nc2cncc(Nc3ccc(NC(C)=O)cc3)n2)cc(OC)c1OC,CHEMBL484114,16000.0,nM
COc1cc(NC(=O)c2cccc(OC(F)(F)F)c2)cc(Oc2cccc3[nH]c(=O)[nH]c23)c1,CHEMBL589803,16600.0,nM
O=C(Cc1ccccc1)Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1,CHEMBL489038,16700.0,nM
O=C(Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1)c1cccc(C(F)(F)F)c1,CHEMBL524096,17200.0,nM
C/C(Cl)=C/Cn1c(N/N=C(/C)c2ccc([N+](=O)[O-])cc2)nc2c1c(=O)[nH]c(=O)n2C,CHEMBL459935,17360.0,nM
CC(=O)Nc1cccc(-c2cncc(NCc3ccccc3)n2)c1,CHEMBL199800,18000.0,nM
COc1cc(Nc2cncc(Oc3cccc4c3CCC4=O)n2)cc(OC)c1OC,CHEMBL483717,18000.0,nM
COc1cc(Nc2cncc(Oc3cccc4c3CCCC4)n2)cc(OC)c1OC,CHEMBL484301,18000.0,nM
COc1cc(Nc2cncc(-c3ccc(O)cc3)n2)cc(OC)c1OC,CHEMBL500151,18000.0,nM
Cn1c(=O)[nH]c2nccc(Oc3ccc(NC(=O)c4cccc(SC(F)(F)F)c4)c4ccccc34)c21,CHEMBL497017,18400.0,nM
COc1cc(Nc2cncc(Oc3cccc(C(C)=O)c3)n2)cc(OC)c1OC,CHEMBL482931,19000.0,nM
COc1cc(Nc2cncc(Nc3ccc(F)cc3)n2)cc(OC)c1OC,CHEMBL484319,19000.0,nM
CC(C)(C)c1cccc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)[nH]c34)c3ccccc23)c1,CHEMBL496073,19300.0,nM
CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C/c1ccc(O)cc1,CHEMBL1082551,20000.0,nM
Oc1cc(O)c(-c2noc3ccc(NCCN4CCOCC4)cc23)cc1Cl,CHEMBL404630,20000.0,nM
CC(=O)Nc1cccc(-c2cncc(Nc3nc(C(C)(C)C)cs3)n2)c1,CHEMBL381275,20000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc(-n2cccc2)c1,CHEMBL603265,20400.0,nM
COc1ccc(Nc2cncc(-c3cccc(NC(C)=O)c3)n2)c(OC)c1,CHEMBL201272,21000.0,nM
Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1NC(=O)c1ccncc1,CHEMBL475433,21100.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cc(F)cc(N2CCOCC2)c1,CHEMBL592685,21100.0,nM
O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)c4cccc5ccccc45)c3)c2[nH]1,CHEMBL599852,21300.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccc2sccc2c1,CHEMBL597618,22000.0,nM
COc1cc(Nc2cncc(-c3cccnc3)n2)cc(OC)c1OC,CHEMBL525079,22000.0,nM
COc1cc(Nc2cncc(Oc3ccc4c(c3)C(=O)CC4)n2)cc(OC)c1OC,CHEMBL483718,22000.0,nM
O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)c4cc(Cl)cc(C(F)(F)F)c4)c3)c2[nH]1,CHEMBL599440,23900.0,nM
CNC(=O)c1cc(Oc2ccc(Nc3nc4cc(Cl)ccc4[nH]3)cc2)ccn1,CHEMBL486164,25000.0,nM
COc1cc(Nc2cncc(Oc3ccc(/C(C)=N/O)cc3)n2)cc(OC)c1OC,CHEMBL519648,26000.0,nM
COc1cc(Nc2cncc(-c3cccc(NC(C)=O)c3)c2)cc(OC)c1OC,CHEMBL483921,26000.0,nM
COc1ccc(Nc2cncc(-c3cccc(NC(C)=O)c3)n2)cc1,CHEMBL199798,26000.0,nM
COc1cc(Nc2cncc(-c3ccc(CO)cc3)n2)cc(OC)c1OC,CHEMBL524868,26000.0,nM
CC(=O)Nc1cccc(-c2cncc(NCc3ccc(F)c(Cl)c3)n2)c1,CHEMBL274738,27000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccc(F)c(OC(F)(F)F)c1,CHEMBL598429,27700.0,nM
Cn1nc(C(C)(C)C)cc1NC(=O)Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1,CHEMBL1089706,28000.0,nM
COc1cc(Nc2cncc(Oc3cccc4c3CCCC4=O)n2)cc(OC)c1OC,CHEMBL519992,29000.0,nM
COc1cc(Nc2cncc(Oc3ccc4ncccc4c3)n2)cc(OC)c1OC,CHEMBL483914,29000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc2ccccc12,CHEMBL606404,29000.0,nM
CC1Nc2nc(NC(=O)c3ccc[n+](C)c3)[nH]c(=O)c2N(C(=O)c2ccc[n+](C)c2)C1C,CHEMBL516963,29420.0,nM
CSc1nc2c(c(=O)[nH]c(=O)n2C)n1Cc1ccccc1,CHEMBL459931,30110.0,nM
Cn1c(=O)[nH]c2nccc(Oc3ccc(NC(=O)c4cccc(OC(F)(F)F)c4)c4ccccc34)c21,CHEMBL496410,31000.0,nM
COc1cc(Nc2cncc(Oc3ccccc3)n2)cc(OC)c1OC,CHEMBL482482,31000.0,nM
O=c1[nH]c2nccc(Oc3ccc(NS(=O)(=O)c4ccccc4F)cc3)c2[nH]1,CHEMBL520818,32500.0,nM
CC(=O)Nc1cccc(-c2cncc(NCCOc3ccccc3)n2)c1,CHEMBL200964,33000.0,nM
CC(=O)Nc1cccc(-c2cncc(NCc3ccoc3)n2)c1,CHEMBL199588,33000.0,nM
O=C(Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)c(F)c1)Nc1ccc(Cl)c(C(F)(F)F)c1,CHEMBL498024,34000.0,nM
COc1cc(Nc2cncc(Oc3ccc(C(C)=O)cc3)n2)cc(OC)c1OC,CHEMBL520625,34000.0,nM
CC(=O)Nc1cccc(-c2cncc(NCc3ccc4c(c3)OCCO4)n2)c1,CHEMBL370112,34000.0,nM
O=C(Nc1cc(C(F)(F)F)ccc1F)c1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1,CHEMBL599236,35000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccccc1OC(F)(F)F,CHEMBL598428,35800.0,nM
COc1cc(Nc2cncc(Oc3cccc(Cl)c3)n2)cc(OC)c1OC,CHEMBL482929,36000.0,nM
CC(=O)Nc1cccc(-c2cncc(Nc3ccc4c(c3)OC(F)(F)O4)n2)c1,CHEMBL200075,37000.0,nM
C=CCn1c(N/N=C\c2cccc([N+](=O)[O-])c2)nc2c1c(=O)[nH]c(=O)n2C,CHEMBL516644,37480.0,nM
CC(=O)Nc1cccc(-c2cncc(NCc3cc(C)on3)n2)c1,CHEMBL201625,38000.0,nM
COc1cc(C2=C(c3cn(COC(C)(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC,CHEMBL488646,38000.0,nM
COc1ccc(OCCNc2cncc(-c3cccc(NC(C)=O)c3)n2)cc1,CHEMBL198400,38000.0,nM
CC(=O)Nc1cccc(-c2cncc(Nc3ccc4c(c3)OC(F)(F)C(F)(F)O4)n2)c1,CHEMBL373242,39000.0,nM
COc1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)cc(OC)c1OC,CHEMBL201511,40000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)Nc1cc(C(F)(F)F)ccc1N1CCOCC1,CHEMBL603696,42000.0,nM
COc1cc(Nc2cncc(Oc3ccc4c(c3)OC(=O)CC4)n2)cc(OC)c1OC,CHEMBL482893,44000.0,nM
COc1cc(Nc2cncc(Oc3ccccc3F)n2)cc(OC)c1OC,CHEMBL482926,45000.0,nM
COc1cc(Nc2cncc(Oc3cccnc3)n2)cc(OC)c1OC,CHEMBL482680,45000.0,nM
CC(=O)Nc1cccc(-c2cncc(NCCc3ccccc3)n2)c1,CHEMBL372149,45000.0,nM
CC(=O)Nc1cccc(-c2cncc(Nc3cccc(-c4cnco4)c3)n2)c1,CHEMBL198244,45000.0,nM
COc1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2)cc(OC)c1OC,CHEMBL509435,50000.0,nM
Cn1c(=O)[nH]c(=O)c2c1nc(N/N=C\c1cccc([N+](=O)[O-])c1)n2Cc1ccccc1,CHEMBL459936,50000.0,nM
COc1cc(Nc2cncc(Oc3cccc(F)c3)n2)cc(OC)c1OC,CHEMBL520623,56000.0,nM
Cc1cc(C)n(-c2nc3c(c(=O)n(C)c(=O)n3C)n2Cc2ccccc2)n1,CHEMBL518187,57710.0,nM
Cn1c(=O)[nH]c(=O)c2c1nc(N/N=C\c1ccc([N+](=O)[O-])cc1)n2Cc1ccccc1,CHEMBL518163,57890.0,nM
O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)c4ccc(Cl)c(C(F)(F)F)c4)c3)c2[nH]1,CHEMBL596981,66000.0,nM
COc1cc(Nc2cncc(Oc3ccc4c(c3)CCC4=O)n2)cc(OC)c1OC,CHEMBL521305,70000.0,nM
COc1ccccc1Nc1cncc(-c2cccc(NC(C)=O)c2)n1,CHEMBL201023,74000.0,nM
COc1cc(Nc2cncc(Oc3ccc4c(c3)CCCC4=O)n2)cc(OC)c1OC,CHEMBL483916,76000.0,nM
Nc1ncnc2c1ncn2CC(=O)c1c[nH]c2ccccc12,CHEMBL521155,82000.0,nM
COc1cc(Nc2cncc(Oc3ccc4c(c3)/C(=N/O)CC4)n2)cc(OC)c1OC,CHEMBL520632,86000.0,nM
COc1cc(Nc2cncc(Oc3ccc4c(c3)CCC/C4=N\O)n2)cc(OC)c1OC,CHEMBL483297,92000.0,nM
O=c1[nH]c2nccc(Oc3ccc(NS(=O)(=O)c4ccc(Cl)c(C(F)(F)F)c4)cc3)c2[nH]1,CHEMBL489648,100000.0,nM
O=c1[nH]c2nccc(Oc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3)c2[nH]1,CHEMBL489649,100000.0,nM
O=c1[nH]c2nccc(Oc3ccc(NS(=O)(=O)c4ccc(C(F)(F)F)cc4)cc3)c2[nH]1,CHEMBL485299,100000.0,nM
O=c1[nH]c2nccc(Oc3ccc(NS(=O)(=O)c4ccc(F)cc4)cc3)c2[nH]1,CHEMBL485300,100000.0,nM
CC(C)(C)c1cc(C(=O)Nc2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)n(Cc2ccccc2)n1,CHEMBL603253,100000.0,nM
Cc1cccc(C)c1NC(=O)CSc1nnc(CN2CCOCC2)n1C,CHEMBL462280,100000.0,nM
CC(=O)c1c(C)nn2c3ccccc3n(CCN3CCOCC3)c12,CHEMBL516808,100000.0,nM
O=C(Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1)c1ccccc1,CHEMBL489229,100000.0,nM
CC(=O)Nc1cccc(-c2cncc(Nc3cccc4c3OC(F)(F)C(F)(F)O4)n2)c1,CHEMBL199605,100000.0,nM
CN(C)c1cccc(S(=O)(=O)Nc2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)c1,CHEMBL598836,100000.0,nM
COc1cc(C2C(C#N)=C(N)OC3=C2C(=O)CCC3)ccc1Cn1nc(C)c([N+](=O)[O-])c1C,CHEMBL462279,100000.0,nM
CCN(CC)Cc1c(C(=O)N/N=C/c2ccco2)nnn1-c1nonc1N,CHEMBL459500,100000.0,nM
O=C(Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1)c1cccc(OC(F)(F)F)c1,CHEMBL489841,100000.0,nM
O=C(Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1)Nc1ccccc1C(F)(F)F,CHEMBL476066,100000.0,nM
O=C(Cc1cc(F)cc(F)c1)Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1,CHEMBL522582,100000.0,nM
O=C(Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1)Nc1ccc(C(F)(F)F)cc1,CHEMBL476067,100000.0,nM
O=C(Nc1ccc(Oc2cccc3[nH]c(=O)[nH]c23)cc1)c1ccccc1,CHEMBL591258,100000.0,nM
O=C(Nc1ccc(Oc2cccc3[nH]c(=O)[nH]c23)cc1)c1cc(F)cc(N2CCOCC2)c1,CHEMBL591263,100000.0,nM
O=C(Nc1ccc(F)c(F)c1)Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)c2ccccc12,CHEMBL498113,100000.0,nM
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1,CHEMBL477062,100000.0,nM
O=C(Nc1ccc(Cl)c(C(F)(F)F)c1)Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1-c1ccccc1,CHEMBL524812,100000.0,nM
CC(=O)Nc1cccc(-c2cncc(NCCCc3ccccc3)n2)c1,CHEMBL200130,100000.0,nM
O=C(Nc1cc(Oc2cccc3[nH]c(=O)[nH]c23)ccc1Cl)c1cccc(OC(F)(F)F)c1,CHEMBL606189,100000.0,nM
O=C(Nc1cc(Oc2cccc3[nH]c(=O)[nH]c23)c(Cl)cc1Cl)c1cccc(OC(F)(F)F)c1,CHEMBL591492,100000.0,nM
O=C(NC(C(=O)c1ccccc1)N1CCOCC1)c1cccs1,CHEMBL509283,100000.0,nM
O=C(Cn1c2ccccc2n2ncnc12)c1cccs1,CHEMBL502945,100000.0,nM
CCN1CCN(Cc2nc3cc(Cl)ccc3n2Cc2ccccc2)CC1,CHEMBL516655,100000.0,nM
O=C(Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1)c1cc(F)cc(N2CCOCC2)c1,CHEMBL489842,100000.0,nM
CN1CCN(CC(=O)N2N=C(c3cccs3)CC2c2ccco2)CC1,CHEMBL459715,100000.0,nM
O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)c4ccc(C(F)(F)F)cc4)c3)c2[nH]1,CHEMBL596984,100000.0,nM
O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)c4ccc(Cl)cc4)c3)c2[nH]1,CHEMBL592616,100000.0,nM
COc1cc(Nc2nc(-c3cccc(NC(C)=O)c3)cnc2NC(C)=O)cc(OC)c1OC,CHEMBL484917,100000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc(Br)c1,CHEMBL603185,100000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc(N2CCCC2)c1,CHEMBL599048,100000.0,nM
COc1cc(Oc2ccnc3[nH]c(=O)[nH]c23)ccc1NC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1,CHEMBL523229,100000.0,nM
COc1ccc(CN2CCCN(Cc3ccc(OC)cc3)C2c2cccc(C)n2)cc1,CHEMBL460344,100000.0,nM
COc1ccc(NC(=O)c2cccc(OC(F)(F)F)c2)cc1Oc1cccc2[nH]c(=O)[nH]c12,CHEMBL589802,100000.0,nM
CC(=O)Nc1cccc(-c2cncc(Nc3ccc(F)c(Cl)c3)n2)c1,CHEMBL198348,100000.0,nM
COc1ccc(OC)c(C(O)c2coc3ccc(O)c(CN4CCOCC4)c23)c1,CHEMBL516494,100000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc2c1OCCCO2,CHEMBL597617,100000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cccc2c1OCCO2,CHEMBL598019,100000.0,nM
COc1cc(/C=N/NC(=O)CN2CCN(c3ccc(F)cc3)CC2)ccc1O,CHEMBL459736,100000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccccc1,CHEMBL591257,100000.0,nM
COc1cccc(C2CC(C(F)(F)F)n3ncc(C(=O)Nc4ccc(OC)cc4OC)c3N2)c1,CHEMBL461621,100000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccnc(Cl)c1,CHEMBL597619,100000.0,nM
COc1cc(Nc2cncc(Oc3ccc4ccccc4c3)n2)cc(OC)c1OC,CHEMBL520330,100000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccnn1-c1ccccc1,CHEMBL598856,100000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1cnn(-c2ccccc2)c1C(F)(F)F,CHEMBL597388,100000.0,nM
O=C(Nc1cccc(Oc2cccc3[nH]c(=O)[nH]c23)c1)c1ccc2c(c1)NSN2,CHEMBL604919,100000.0,nM
Cc1ccc(C2CC(c3ccccc3)=NN2C(=O)CN2CCOCC2)o1,CHEMBL462071,100000.0,nM
Cc1cc(C2C(C(=O)c3ccc4c(c3)OCCO4)=C(O)C(=O)N2CCCn2ccnc2)co1,CHEMBL516807,100000.0,nM
O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)Cc4ccccc4)c3)c2[nH]1,CHEMBL598834,100000.0,nM
O=c1[nH]c2cccc(Oc3cccc(NS(=O)(=O)CCc4ccccc4)c3)c2[nH]1,CHEMBL598835,100000.0,nM
Cc1cc(C(=O)Nc2cccc(Oc3cccc4[nH]c(=O)[nH]c34)c2)n(C)n1,CHEMBL598652,100000.0,nM
CN1CCN(Cc2c3c(c(CN4CCN(C)CC4)c4c2CCC4)CCC3)CC1,CHEMBL459515,100000.0,nM
O=c1[nH]c2cccc(Oc3ccc(NS(=O)(=O)c4cccc(C(F)(F)F)c4)cc3)c2[nH]1,CHEMBL598625,100000.0,nM
O=c1[nH]c2cccc(Oc3ccc(NS(=O)(=O)c4ccc(Cl)c(C(F)(F)F)c4)cc3)c2[nH]1,CHEMBL599439,100000.0,nM
CC(=O)Nc1cccc(-c2cncc(NCc3ccccn3)n2)c1,CHEMBL433992,100000.0,nM
O=C(Nc1ccccc1)Nc1ccc(Oc2ccnc3[nH]c(=O)[nH]c23)cc1,CHEMBL476859,100000.0,nM
CC(=O)Nc1cccc(-c2cncc(NN(C)c3ccccc3)n2)c1,CHEMBL199805,100000.0,nM
COc1ccccc1N1C(=O)CC(N2CCC(C(N)=O)CC2)C1=O,CHEMBL459714,100000.0,nM
COc1cccc(N2C(=O)CC(N3CCN(Cc4ccccc4)CC3)C2=O)c1,CHEMBL462046,100000.0,nM
O=c1[nH]c2cccc(Oc3ccc(NS(=O)(=O)c4ccc(OC(F)(F)F)cc4)cc3)c2[nH]1,CHEMBL597399,100000.0,nM
COc1cc(CNc2cncc(-c3cccc(NC(C)=O)c3)n2)cc(OC)c1OC,CHEMBL199892,100000.0,nM
